'	exclamation	lex112884.1_ἒ
ἐπαλλήλου	adjective	http://data.perseus.org/collections/_ἐπάλληλος
ἐπαλλασσομένους	verb	http://data.perseus.org/collections/_ἐπαλλάσσω
ἐπαλληλίαν	noun	http://data.perseus.org/collections/_ἐπαλληλία
ἐπαλληλίαν	noun	http://data.perseus.org/collections/_ἐπαλληλία
ἐπαμοιβαδίς	adverb	http://data.perseus.org/collections/_ἐπαμοιβαδίς
ἐπαμύνει	verb	http://data.perseus.org/collections/_ἐπαμύνω
ἐπαμύνειν	verb	http://data.perseus.org/collections/_ἐπαμύνω
ἐπαμύντωρ	noun	http://data.perseus.org/collections/_ἐπαμύντωρ
ἐπανάληψιν	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπανάληψις	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπανέλαβε	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπανέλαβεν	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπανίστασθαι	verb	http://data.perseus.org/collections/_ἐπανίστημι
ἐπανακάμψειν	verb	http://data.perseus.org/collections/_ἐπί-ἀνακάμπτω
ἐπανακυκλοῦν	verb	http://data.perseus.org/collections/_ἐπανακυκλέω
ἐπαναλήψει	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπαναλήψει	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπαναλήψεις	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπαναλήψεις	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπαναλήψεσι	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπαναλήψεως	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπαναπολοῦσιν	verb	http://data.perseus.org/collections/_ἐπαναπολέω
ἐπαναστάντας	verb	http://data.perseus.org/collections/_ἐπανίστημι
ἐπαναφορὰ	noun	http://data.perseus.org/collections/_ἐπαναφορά
ἐπαναφορὰν	noun	http://data.perseus.org/collections/_ἐπαναφορά
ἐπανείληφεν	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπανειλημμένον	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπανεῖλεν	verb	http://data.perseus.org/collections/_ἐπαναιρέομαι
ἐπανηρημένος	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἐράομαι
ἐπανηρημένος	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἐρέω
ἐπανηρημένος	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἀρέομαι
ἐπανηρημένος	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἐρέομαι
ἐπανηρημένος	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἀράω2
ἐπανιοῦσι	verb	http://data.perseus.org/collections/_ἐπάνειμι
ἐπανιὼν	verb	http://data.perseus.org/collections/_ἐπάνειμι
ἐπανάληψιν	noun	http://data.perseus.org/collections/_ἐπανάληψις
ἐπανάστημα	noun	http://data.perseus.org/collections/_ἐπανάστημα
ἐπανέθῃς	verb	http://data.perseus.org/collections/_ἐπί,ἀνά-ἔθω
ἐπανέλαβε	verb	http://data.perseus.org/collections/_ἐπαναλαμβάνω
ἐπανόδου	noun	http://data.perseus.org/collections/_ἐπάνοδος
ἐπανῶ	verb	http://data.perseus.org/collections/_πανάω
ἐπανῶ	verb	http://data.perseus.org/collections/_ἐπανίημι
ἐπαρασάμενος	verb	http://data.perseus.org/collections/_ἐπαράομαι
ἐπαρεπέμψατο	verb	http://data.perseus.org/collections/_παραπέμπω
ἐπαρθεὶς	verb	http://data.perseus.org/collections/_ἐπαίρω
ἐπαρθεὶς	verb	http://data.perseus.org/collections/_ἐπαραρίσκω
ἐπαρθέντα	verb	http://data.perseus.org/collections/_ἐπαραρίσκω
ἐπαρθέντα	verb	http://data.perseus.org/collections/_ἐπαίρω
ἐπαριθμεῖ	verb	http://data.perseus.org/collections/_ἐπαριθμέω
ἐπασσύτερος	adjective	http://data.perseus.org/collections/_ἐπασσύτερος
ἐπαυλίζονται	verb	http://data.perseus.org/collections/_ἐπαυλίζομαι
ἐπαυλιζόμενος	verb	http://data.perseus.org/collections/_ἐπαυλίζομαι
ἐπαυξανόμεναι	verb	http://data.perseus.org/collections/_ἐπαυξάνω
ἐπαυρεῖν	verb	http://data.perseus.org/collections/_ἐπαυρέω
ἐπαφήσας	verb	http://data.perseus.org/collections/_ἐπαφάω
ἐπαύλεις	noun	http://data.perseus.org/collections/_ἔπαυλις
ἐπαύλεις	verb	http://data.perseus.org/collections/_ἐπαυλέω
ἐπαύλεως	noun	http://data.perseus.org/collections/_ἔπαυλις
ἐπαύρηαι	verb	http://data.perseus.org/collections/_ἐπαυρέω
ἐπαύρω	verb	http://data.perseus.org/collections/_ἐπαυρέω
ἐπαύσατο	verb	http://data.perseus.org/collections/_παύω
ἐπαύσατο	verb	http://data.perseus.org/collections/_ἐπαύω
ἐπαίνει	verb	http://data.perseus.org/collections/_ἐπαινέω
ἐπαίνου	noun	http://data.perseus.org/collections/_ἔπαινος
ἐπαίνων	noun	http://data.perseus.org/collections/_ἔπαινος
ἐπεί	conjunction	http://data.perseus.org/collections/_ἐπεί
ἐπείγει	verb	http://data.perseus.org/collections/_ἐπείγω
ἐπείγεται	verb	http://data.perseus.org/collections/_ἐπείγω
ἐπείγετον	verb	http://data.perseus.org/collections/_ἐπείγω
ἐπείγητον	verb	http://data.perseus.org/collections/_ἐπείγω
ἐπείπερ	conjunction	http://data.perseus.org/collections/_ἐπεί
ἐπείπερ	conjunction	http://data.perseus.org/collections/_ἐπείπερ
ἐπείσθη	verb	http://data.perseus.org/collections/_πείθω
ἐπείσθημεν	verb	http://data.perseus.org/collections/_πείθω
ἐπείσθησαν	verb	http://data.perseus.org/collections/_πείθω
ἐπεβάρησαν	verb	http://data.perseus.org/collections/_ἐπί-βαρέω
ἐπεβούλευον	verb	http://data.perseus.org/collections/_ἐπιβουλεύω
ἐπεβούλευσαν	verb	http://data.perseus.org/collections/_ἐπιβουλεύω
ἐπεβούλευσε	verb	lex108461.1_ἐπιβουλεύω
ἐπεβρόντησαν	verb	lex108472.1_ἐπιβροντάω
ἐπεβήσατο	verb	lex108406.1_ἐπιβαίνω
ἐπεγειράμενος	verb	lex108110.1_ἐπεγείρω
ἐπεγκελευόμενος	verb	lex108117.1_ἐπεγκελεύω
ἐπεδίδοτο	verb	lex108590.1_ἐπιδίδωμι
ἐπεδείκνυτο	verb	lex108618.1_ἐπιδείκνυμι
ἐπεδραμέτην	verb	lex110287.1_ἐπιτρέχω
ἐπεδέχοντο	verb	lex108584.1_ἐπιδέχομαι
ἐπεζήτει	verb	lex108789.1_ἐπιζητέω
ἐπεζήτει	verb	lex108789.1_ἐπιζητέω
ἐπεζήτησεν	verb	lex108789.1_ἐπιζητέω
ἐπεθύμει	verb	lex108865.1_ἐπιθυμέω
ἐπεθύμει	verb	lex108865.1_ἐπιθυμέω
ἐπειγομένη	verb	lex108092.1_ἐπείγω
ἐπειγομένων	verb	lex108092.1_ἐπείγω
ἐπειγόμενοι	verb	lex108092.1_ἐπείγω
ἐπειδή	conjunction	lex108091.1_ἐπεί
ἐπειδήπερ	conjunction	lex108091.1_ἐπεί
ἐπειδὰν	conjunction	lex108134.1_ἐπειδάν
ἐπειδὴ	conjunction	lex108091.1_ἐπεί
ἐπειδήπερ	conjunction	lex108091.1_ἐπεί
ἐπεικτικὸν	adjective	lex108142.1_ἐπεικτικός
ἐπειράσατο	verb	lex53858.1_πειράω
ἐπειράσατο	verb	lex53857.1_πειράζω
ἐπειρᾶτο	verb	lex53858.1_πειράω
ἐπεισάγειν	verb	lex108145.1_ἐπεισάγω
ἐπεισαχθησομένων	verb	lex108145.1_ἐπεισάγω
ἐπεισόδια	noun	lex108178.1_ἐπεισόδιον
ἐπεισόδια	adjective	lex108179.1_ἐπεισόδιος
ἐπεισόδιον	adjective	lex108179.1_ἐπεισόδιος
ἐπεισόδιον	noun	lex108178.1_ἐπεισόδιον
ἐπεκαλέσατο	verb	lex108947.1_ἐπικαλέω
ἐπεκδιδάσκει	verb	lex108184.1_ἐπεκδιδάσκω
ἐπεκδοθείσης	verb	http://data.perseus.org/collections/_ἐπί-ἐκδίδωμι
ἐπεκείνου	verb	http://data.perseus.org/collections/_ἐπί-κενόω
ἐπεκείνου	verb	http://data.perseus.org/collections/_ἐπί-κενόω
ἐπεκράτησεν	verb	lex109144.1_ἐπικρατέω
ἐπεκράτησε	verb	lex109144.1_ἐπικρατέω
ἐπεκράτησεν	verb	lex109144.1_ἐπικρατέω
ἐπεκτάσεις	noun	lex107127.1_ἐπέκτασις
ἐπεκτεταμένα	verb	lex108196.1_ἐπεκτείνω
ἐπεκτεταμένη	verb	lex108196.1_ἐπεκτείνω
έσαν	verb	lex23940.1_εἰμί
έσσι	verb	lex23940.1_εἰμί
έσται	verb	lex23940.1_εἰμί
έστι	verb	lex23940.1_εἰμί
ἐπεκτείνας	verb	lex108196.1_ἐπεκτείνω
ἐπελάθετο	verb	lex109267.1_ἐπιλανθάνομαι
ἐπελεύσομαι	verb	lex107149.1_ἐπέρχομαι
ἐπελεύσονται	verb	lex107149.1_ἐπέρχομαι
ἐπεληλυθότος	verb	lex107149.1_ἐπέρχομαι
ἐπελθόντα	verb	lex107149.1_ἐπέρχομαι
ἐπελθόντες	verb	lex107149.1_ἐπέρχομαι
ἐπελθόντων	verb	lex107149.1_ἐπέρχομαι
ἐπελθὼν	verb	lex107149.1_ἐπέρχομαι
ἐπελιώθη	verb	lex53964.1_πελιόομαι
ἐπελιώθη	verb	lex53967.1_πελιόω
ἐπελέξατο	verb	lex109248.1_ἐπιλέγω
ἐπεμαίετ'	verb	lex109357.1_ἐπιμαίομαι
ἐπεμείνατο	verb	lex109341.1_ἐπιμένω
ἐπενήνεκται	verb	lex110355.1_ἐπιφέρω
ἐπενήνοθα	verb	http://data.perseus.org/collections/_ἐπί-ἐνήνοθε
ἐπενήνοχε	verb	lex110355.1_ἐπιφέρω
ἐπενήνοχεν	verb	lex110355.1_ἐπιφέρω
ἐπενεγκεῖν	verb	lex110355.1_ἐπιφέρω
ἐπενεγκὼν	verb	lex110355.1_ἐπιφέρω
ἐπενεγκῶν	verb	http://data.perseus.org/collections/_ἐπί,ἐν,ἐν-κέω
ἐπενεχθήσεται	verb	lex110355.1_ἐπιφέρω
ἐπενηνεγμένη	verb	lex110355.1_ἐπιφέρω
ἐπενθέσει	noun	lex107138.1_ἐπένθεσις
ἐπενθέσεις	noun	lex107138.1_ἐπένθεσις
ἐπενθέσει	noun	lex107138.1_ἐπένθεσις
ἐπενοήθησαν	verb	lex109512.1_ἐπινοέω
ἐπενόησε	verb	lex109512.1_ἐπινοέω
ἐπενόησαν	verb	lex109512.1_ἐπινοέω
ἐπεξείργασται	verb	lex108266.1_ἐπεξεργάζομαι
ἐπεξεληλυθὼς	verb	lex108254.1_ἐπεξέρχομαι
ἐπεξεργασία	noun	lex108267.1_ἐπεξεργασία
ἐπεξηγεῖται	verb	lex108271.1_ἐπεξηγέομαι
ἐπεπλήγει	verb	lex56523.1_πλήσσω
ἐπεπλήρωτο	verb	lex109661.1_ἐπιπληρόω
ἐπεπλήρωτο	verb	lex56913.1_πληρόω
ἐπεργασίας	noun	lex108283.1_ἐπεργασία
ἐπερείδειν	verb	lex108285.1_ἐπερείδω
ἐπερονῶντο	verb	lex55874.1_περονάω
ἐπερρώσαντο	verb	lex109818.1_ἐπιρρώομαι
ἐπερρώσαντο	verb	lex109817.1_ἐπιρρώννυμι
ἐπερχομένω	verb	lex107149.1_ἐπέρχομαι
ἐπερχόμενοι	verb	lex107149.1_ἐπέρχομαι
ἐπεσβόλον	adjective	lex108298.1_ἐπεσβόλος
ἐπεσπάσατο	verb	lex109915.1_ἐπισπάω
ἐπεσπάσατο	verb	lex109915.1_ἐπισπάω
ἐπεσσύμενον	verb	lex109840.1_ἐπισεύω
ἐπεσσύμενον	verb	lex109840.1_ἐπισεύω
ἐπεστενάχοντο	verb	lex109986.1_ἐπιστενάχω
ἐπεστρέφετο	verb	lex110031.1_ἐπιστρέφω
ἐπεστραμμένον	verb	lex110031.1_ἐπιστρέφω
ἐπεστράτευσα	verb	lex110034.1_ἐπιστρατεύω
ἐπεστράτευσαν	verb	lex110034.1_ἐπιστρατεύω
ἐπετέλουν	verb	lex110208.1_ἐπιτελέω
ἐπετήρει	verb	lex110252.1_ἐπιτηρέω
ἐπετέλεσας	verb	lex110208.1_ἐπιτελέω
ἐπεφέρετο	verb	lex110355.1_ἐπιφέρω
ἐπεφράσατο	verb	lex110397.1_ἐπιφράζω
ἐπεφώνησεν	verb	lex110410.1_ἐπιφωνέω
ἐπεχείρει	verb	lex110456.1_ἐπιχειρέω
ἐπεχείρησαν	verb	lex110456.1_ἐπιχειρέω
ἐπεχείρισεν	verb	http://data.perseus.org/collections/_ἐπί-χειρίζω
ἐπεχείρουν	verb	lex110456.1_ἐπιχειρέω
ἐπεὶ	conjunction	lex108091.1_ἐπεί
ἐπεί	conjunction	lex108091.1_ἐπεί
ἐπείγει	verb	lex108092.1_ἐπείγω
ἐπείθοντο	verb	lex53752.1_πείθω
ἐπείσθη	verb	lex53752.1_πείθω
ἐπεῖ	verb	http://data.perseus.org/collections/_ἔπειμι1
ἐπεῖχε	verb	lex110732.1_ἐπώχατο
ἐπηγγείλατο	verb	lex107641.1_ἐπαγγέλλω
ἐπηγάγου	verb	lex107061.1_ἐπάγω
ἐπημοιβοί	adjective	lex108357.1_ἐπημοιβός
ἐπηράσατο	verb	lex107992.1_ἐπαράομαι
ἐπηράτου	adjective	lex107161.1_ἐπήρατος
ἐπηρμένον	verb	lex107630.1_ἐπαίρω
ἐπησθόμην	verb	http://data.perseus.org/collections/_ἐπί-ἔσθω
ἐπιβήμεναι	verb	lex108406.1_ἐπιβαίνω
ἐπιβήσομαι	verb	lex108406.1_ἐπιβαίνω
ἐπιβαίης	verb	lex108406.1_ἐπιβαίνω
ἐπιβαίνει	verb	lex108406.1_ἐπιβαίνω
ἐπιβαλεῖ	verb	lex108396.1_ἐπιβάλλω
ἐπιβεβαιοῖ	verb	lex108422.1_ἐπιβεβαιόω
έστιν	verb	lex23940.1_εἰμί
ἐπιβεβηκότες	verb	lex108406.1_ἐπιβαίνω
ἐπιβεβληκόσιν	verb	lex108396.1_ἐπιβάλλω
ἐπιβολῆ	noun	lex108453.1_ἐπιβολεύς
ἐπιβουκόλος	noun	lex108456.1_ἐπιβουκόλος
ἐπιβουλευόντων	verb	lex108461.1_ἐπιβουλεύω
ἐπιβουλὴν	noun	lex108457.1_ἐπιβουλή
ἐπιβουλῆς	noun	lex108457.1_ἐπιβουλή
ἐπιβὰς	verb	lex108406.1_ἐπιβαίνω
ἐπιβῆναι	verb	lex108406.1_ἐπιβαίνω
ἐπιγήμας	verb	lex108508.1_ἐπιγαμέω
ἐπιγελᾶν	verb	lex108521.1_ἐπιγελάω
ἐπιγενόμενον	verb	lex108506.1_ἐπιγίγνομαι
ἐπιγινώσκεται	verb	lex108534.1_ἐπιγιγνώσκω
ἐπιγινώσκηται	verb	lex108534.1_ἐπιγιγνώσκω
ἐπιγνοὺς	verb	lex108534.1_ἐπιγιγνώσκω
ἐπιγνοῦσα	verb	lex108534.1_ἐπιγιγνώσκω
ἐπιγνῶναι	verb	lex108534.1_ἐπιγιγνώσκω
ἐπιγράφεται	verb	lex108559.1_ἐπιγράφω
ἐπιγράφον	verb	lex108559.1_ἐπιγράφω
ἐπιγράφεται	verb	lex108559.1_ἐπιγράφω
ἐπιγράψαι	verb	lex108559.1_ἐπιγράφω
ἐπιδέδρομεν	verb	lex110287.1_ἐπιτρέχω
ἐπιδέχεσθαι	verb	lex108584.1_ἐπιδέχομαι
ἐπιδέχεται	verb	lex108584.1_ἐπιδέχομαι
ἐπιδείκνυσιν	verb	lex108618.1_ἐπιδείκνυμι
ἐπιδείξας	verb	lex108618.1_ἐπιδείκνυμι
ἐπιδεικνύμενος	verb	lex108618.1_ἐπιδείκνυμι
ἐπιδεξίως	adjective	lex108581.1_ἐπιδέξιος
ἐπιδεσμεύων	verb	lex108639.1_ἐπιδεσμεύω
ἐπιδευής	adjective	lex108644.1_ἐπιδευής
ἐπιδευεῖς	adjective	lex108644.1_ἐπιδευής
ἐπιδεχόμενον	verb	lex108584.1_ἐπιδέχομαι
ἐπιδιφριάδος	noun	lex108713.1_ἐπιδιφριάς
ἐπιδιώξαι	verb	lex108718.1_ἐπιδιώκω
ἐπιδορατίδος	noun	lex108724.1_ἐπιδορατίς
ἐπιδοῦναι	verb	lex108590.1_ἐπιδίδωμι
ἐπιδραμεῖν	verb	lex110287.1_ἐπιτρέχω
ἐπιδώσω	verb	lex108590.1_ἐπιδίδωμι
ἐπιεικὲς	adjective	http://data.perseus.org/collections/_ἐπιεικής
ἐπιεικῶς	adjective	http://data.perseus.org/collections/_ἐπιεικής
ἐπιειμένε	verb	http://data.perseus.org/collections/_ἐφίημι
ἐπιειμένε	verb	http://data.perseus.org/collections/_ἐπιέννυμι
ἐπιειμένε	verb	http://data.perseus.org/collections/_ἐφέζομαι
ἐπιζητήσειεν	verb	http://data.perseus.org/collections/_ἐπιζητέω
ἐπιζητείτωσαν	verb	http://data.perseus.org/collections/_ἐπιζητέω
ἐπιζητεῖ	verb	http://data.perseus.org/collections/_ἐπιζητέω
ἐπιζητῶ	verb	http://data.perseus.org/collections/_ἐπιζητέω
ἐπιζητῶμεν	verb	http://data.perseus.org/collections/_ἐπιζητέω
ἐπιθέτης	noun	http://data.perseus.org/collections/_ἐπιθέτης
ἐπιθέτοις	adjective	http://data.perseus.org/collections/_ἐπίθετος
ἐπιθέτοις	noun	http://data.perseus.org/collections/_ἐπίθετον
ἐπιθέτω	verb	http://data.perseus.org/collections/_ἐπιτίθημι
ἐπιθέτω	noun	http://data.perseus.org/collections/_ἐπιθέτης
ἐπιθέτω	adjective	http://data.perseus.org/collections/_ἐπίθετος
ἐπιθέτω	noun	http://data.perseus.org/collections/_ἐπίθετον
ἐπιθέτῳ	noun	http://data.perseus.org/collections/_ἐπίθετον
ἐπιθέτῳ	adjective	http://data.perseus.org/collections/_ἐπίθετος
